"DATA_GERACAO";"HORA_GERACAO";"ANO_ELEICAO";"NUM_TURNO";"DESCRICAO_ELEICAO";"SIGLA_UF";"SIGLA_UE";"CODIGO_MUNICIPIO";"NOME_MUNICIPIO";"NUMERO_ZONA";"CODIGO_CARGO";"DESCRICAO_CARGO";"QTD_APTOS";"QTD_SECOES";"QTD_SECOES_AGREGADAS";"QTD_APTOS_TOT";"QTD_SECOES_TOT";"QTD_COMPARECIMENTO";"QTD_ABSTENCOES";"QTD_VOTOS_NOMINAIS";"QTD_VOTOS_BRANCOS";"QTD_VOTOS_NULOS";"QTD_VOTOS_LEGENDA";"QTD_VOTOS_ANULADOS_APU_SEP";"DATA_ULT_TOTALIZACAO";"HORA_ULT_TOTALIZACAO";"TRANSITO";"QTD_VOTOS_ANULADOS"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"408";"13";"VEREADOR";"144660";"404";"4";"144660";"404";"114103";"30557";"75411";"12052";"12560";"14080";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"408";"11";"PREFEITO";"144660";"404";"4";"144660";"404";"114103";"30557";"95497";"6649";"11957";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"413";"13";"VEREADOR";"138363";"387";"2";"138363";"387";"109473";"28890";"69403";"9919";"15656";"14495";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"413";"11";"PREFEITO";"138363";"387";"2";"138363";"387";"109473";"28890";"91556";"5135";"12782";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"417";"13";"VEREADOR";"118182";"312";"1";"118182";"312";"94752";"23430";"56945";"9980";"15830";"11997";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"417";"11";"PREFEITO";"118182";"312";"1";"118182";"312";"94752";"23430";"74876";"5749";"14127";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"371";"13";"VEREADOR";"187871";"517";"3";"187871";"517";"152929";"34942";"99275";"16134";"20412";"17108";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"371";"11";"PREFEITO";"187871";"517";"3";"187871";"517";"152929";"34942";"124563";"9953";"18413";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"372";"13";"VEREADOR";"253540";"669";"14";"253540";"669";"203817";"49723";"132501";"22678";"24666";"23972";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"372";"11";"PREFEITO";"253540";"669";"14";"253540";"669";"203817";"49723";"165293";"14166";"24358";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"397";"13";"VEREADOR";"149309";"400";"0";"149309";"400";"122173";"27136";"75926";"13812";"17990";"14445";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"397";"11";"PREFEITO";"149309";"400";"0";"149309";"400";"122173";"27136";"96399";"8821";"16953";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"389";"13";"VEREADOR";"170619";"508";"4";"170619";"508";"138651";"31968";"86477";"16904";"19337";"15933";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"389";"11";"PREFEITO";"170619";"508";"4";"170619";"508";"138651";"31968";"110946";"9612";"18093";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"1";"11";"PREFEITO";"165469";"509";"0";"165469";"509";"115357";"50112";"102445";"4099";"8813";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"1";"13";"VEREADOR";"165469";"509";"0";"165469";"509";"115357";"50112";"78160";"9074";"11352";"16771";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"2";"13";"VEREADOR";"175694";"514";"0";"175694";"514";"129082";"46612";"89900";"8139";"11591";"19452";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"2";"11";"PREFEITO";"175694";"514";"0";"175694";"514";"129082";"46612";"117063";"3353";"8666";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"3";"11";"PREFEITO";"80392";"228";"0";"80392";"228";"56124";"24268";"48714";"2501";"4909";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"3";"13";"VEREADOR";"80392";"228";"0";"80392";"228";"56124";"24268";"36424";"5236";"6297";"8167";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"4";"11";"PREFEITO";"161145";"430";"0";"161145";"430";"121538";"39607";"106422";"3859";"11257";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"4";"13";"VEREADOR";"161145";"430";"0";"161145";"430";"121538";"39607";"79184";"9107";"15107";"18140";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"5";"13";"VEREADOR";"125368";"332";"0";"125368";"332";"89903";"35465";"65639";"4651";"5949";"13664";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"5";"11";"PREFEITO";"125368";"332";"0";"125368";"332";"89903";"35465";"83723";"1802";"4378";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"6";"11";"PREFEITO";"157270";"442";"0";"157270";"442";"117075";"40195";"106135";"2981";"7959";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"6";"13";"VEREADOR";"157270";"442";"0";"157270";"442";"117075";"40195";"80904";"7596";"11629";"16946";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"PREFEITO";"116434";"332";"0";"116434";"332";"89762";"26672";"74482";"4016";"11264";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"13";"VEREADOR";"116434";"332";"0";"116434";"332";"89762";"26672";"54913";"7803";"14009";"13037";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"13";"VEREADOR";"158403";"462";"1";"158403";"462";"119963";"38440";"78860";"10350";"14785";"15968";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"PREFEITO";"158403";"462";"1";"158403";"462";"119963";"38440";"101867";"5424";"12672";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"13";"VEREADOR";"191027";"531";"0";"191027";"531";"148759";"42268";"97166";"12981";"19417";"19195";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"PREFEITO";"191027";"531";"0";"191027";"531";"148759";"42268";"125088";"6841";"16830";"0";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"257";"13";"VEREADOR";"179673";"506";"0";"179673";"506";"139385";"40288";"87460";"11851";"20177";"19897";"0";"02/10/2016";"21:53:43";"N";"0"
"20/10/2016";"19:41:50";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"257";"11";"PREFEITO";"179673";"506";"0";"179673";"506";"139385";"40288";"117358";"5832";"16195";"0";"0";"02/10/2016";"21:53:43";"N";"0"
