"DATA_GERACAO";"HORA_GERACAO";"ANO_ELEICAO";"NUM_TURNO";"DESCRICAO_ELEICAO";"SIGLA_UF";"SIGLA_UE";"CODIGO_MUNICIPIO";"NOME_MUNICIPIO";"NUMERO_ZONA";"CODIGO_CARGO";"NUMERO_CAND";"SQ_CANDIDATO";"NOME_CANDIDATO";"NOME_URNA_CANDIDATO";"DESCRICAO_CARGO";"COD_SIT_CAND_SUPERIOR";"DESC_SIT_CAND_SUPERIOR";"CODIGO_SIT_CANDIDATO";"DESC_SIT_CANDIDATO";"CODIGO_SIT_CAND_TOT";"DESC_SIT_CAND_TOT";"NUMERO_PARTIDO";"SIGLA_PARTIDO";"NOME_PARTIDO";"SEQUENCIAL_LEGENDA";"NOME_COLIGACAO";"COMPOSICAO_LEGENDA";"TOTAL_VOTOS";"TRANSITO"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"251";"11";"27";"250000038323";"JOÃO BICO DE SOUZA";"JOÃO BICO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"27";"PSDC";"Partido Social Democrata Cristão";"250000002349";"PARTIDO ISOLADO";"PSDC";"40";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"251";"11";"77";"250000040588";"SERGIO OLIMPIO GOMES";"MAJOR OLIMPIO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"77";"SD";"Solidariedade";"250000002469";"PARTIDO ISOLADO";"SD";"630";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"251";"11";"29";"250000077188";"HENRIQUE ÁREAS DE ARAUJO";"HENRIQUE ÁREAS";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"29";"PCO";"Partido da Causa Operária";"250000005125";"PARTIDO ISOLADO";"PCO";"12";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"45";"250000004975";"JOÃO AGRIPINO DA COSTA DORIA JUNIOR";"JOÃO DORIA";"PREFEITO";"12";"APTO";"Deferido com recurso";"DEFERIDO COM RECURSO";"1";"ELEITO";"45";"PSDB";"Partido da Social Democracia Brasileira";"250000000273";"ACELERA SP";"PSDB / PPS / PV / PSB / DEM / PMB / PHS / PP / PSL / PT do B / PRP / PTC / PTN";"46978";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"10";"250000008377";"CELSO UBIRAJARA RUSSOMANNO";"CELSO RUSSOMANNO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"10";"PRB";"Partido Republicano Brasileiro";"250000000485";"'SÃO PAULO SABE, A GENTE RESOLVE'";"PRB / PSC / PTB / PEN";"8169";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"13";"250000011576";"FERNANDO HADDAD";"FERNANDO HADDAD";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"13";"PT";"Partido dos Trabalhadores";"250000000693";"MAIS SÃO PAULO";"PT / PC do B / PR / PDT / PROS";"10818";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"28";"250000013973";"JOSE LEVY FIDELIX DA CRUZ";"LEVY FIDELIX";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"250000000858";"PARTIDO ISOLADO";"PRTB";"274";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"50";"250000014858";"LUIZA ERUNDINA DE SOUSA";"LUIZA ERUNDINA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"50";"PSOL";"Partido Socialismo e Liberdade";"250000000904";"OS SONHOS PODEM GOVERNAR";"PSOL / PCB";"2603";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"18";"250000015112";"RICARDO YOUNG SILVA";"RICARDO YOUNG";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"18";"REDE";"Rede Sustentabilidade";"250000000917";"PARTIDO ISOLADO";"REDE";"365";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"15";"250000020809";"MARTA TERESA SUPLICY";"MARTA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"250000001252";"UNIÃO POR SÃO PAULO";"PMDB / PSD";"2934";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"16";"250000024354";"ALTINO DE MELO PRAZERES JÚNIOR";"ALTINO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"250000001476";"PARTIDO ISOLADO";"PSTU";"59";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"27";"250000038323";"JOÃO BICO DE SOUZA";"JOÃO BICO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"27";"PSDC";"Partido Social Democrata Cristão";"250000002349";"PARTIDO ISOLADO";"PSDC";"68";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"77";"250000040588";"SERGIO OLIMPIO GOMES";"MAJOR OLIMPIO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"77";"SD";"Solidariedade";"250000002469";"PARTIDO ISOLADO";"SD";"2200";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"252";"11";"29";"250000077188";"HENRIQUE ÁREAS DE ARAUJO";"HENRIQUE ÁREAS";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"29";"PCO";"Partido da Causa Operária";"250000005125";"PARTIDO ISOLADO";"PCO";"14";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"45";"250000004975";"JOÃO AGRIPINO DA COSTA DORIA JUNIOR";"JOÃO DORIA";"PREFEITO";"12";"APTO";"Deferido com recurso";"DEFERIDO COM RECURSO";"1";"ELEITO";"45";"PSDB";"Partido da Social Democracia Brasileira";"250000000273";"ACELERA SP";"PSDB / PPS / PV / PSB / DEM / PMB / PHS / PP / PSL / PT do B / PRP / PTC / PTN";"99309";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"10";"250000008377";"CELSO UBIRAJARA RUSSOMANNO";"CELSO RUSSOMANNO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"10";"PRB";"Partido Republicano Brasileiro";"250000000485";"'SÃO PAULO SABE, A GENTE RESOLVE'";"PRB / PSC / PTB / PEN";"12670";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"13";"250000011576";"FERNANDO HADDAD";"FERNANDO HADDAD";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"13";"PT";"Partido dos Trabalhadores";"250000000693";"MAIS SÃO PAULO";"PT / PC do B / PR / PDT / PROS";"20070";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"28";"250000013973";"JOSE LEVY FIDELIX DA CRUZ";"LEVY FIDELIX";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"250000000858";"PARTIDO ISOLADO";"PRTB";"432";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"50";"250000014858";"LUIZA ERUNDINA DE SOUSA";"LUIZA ERUNDINA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"50";"PSOL";"Partido Socialismo e Liberdade";"250000000904";"OS SONHOS PODEM GOVERNAR";"PSOL / PCB";"4446";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"18";"250000015112";"RICARDO YOUNG SILVA";"RICARDO YOUNG";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"18";"REDE";"Rede Sustentabilidade";"250000000917";"PARTIDO ISOLADO";"REDE";"716";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"15";"250000020809";"MARTA TERESA SUPLICY";"MARTA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"250000001252";"UNIÃO POR SÃO PAULO";"PMDB / PSD";"5588";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"16";"250000024354";"ALTINO DE MELO PRAZERES JÚNIOR";"ALTINO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"250000001476";"PARTIDO ISOLADO";"PSTU";"74";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"27";"250000038323";"JOÃO BICO DE SOUZA";"JOÃO BICO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"27";"PSDC";"Partido Social Democrata Cristão";"250000002349";"PARTIDO ISOLADO";"PSDC";"87";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"77";"250000040588";"SERGIO OLIMPIO GOMES";"MAJOR OLIMPIO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"77";"SD";"Solidariedade";"250000002469";"PARTIDO ISOLADO";"SD";"3107";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"253";"11";"29";"250000077188";"HENRIQUE ÁREAS DE ARAUJO";"HENRIQUE ÁREAS";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"29";"PCO";"Partido da Causa Operária";"250000005125";"PARTIDO ISOLADO";"PCO";"28";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"45";"250000004975";"JOÃO AGRIPINO DA COSTA DORIA JUNIOR";"JOÃO DORIA";"PREFEITO";"12";"APTO";"Deferido com recurso";"DEFERIDO COM RECURSO";"1";"ELEITO";"45";"PSDB";"Partido da Social Democracia Brasileira";"250000000273";"ACELERA SP";"PSDB / PPS / PV / PSB / DEM / PMB / PHS / PP / PSL / PT do B / PRP / PTC / PTN";"66117";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"10";"250000008377";"CELSO UBIRAJARA RUSSOMANNO";"CELSO RUSSOMANNO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"10";"PRB";"Partido Republicano Brasileiro";"250000000485";"'SÃO PAULO SABE, A GENTE RESOLVE'";"PRB / PSC / PTB / PEN";"14035";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"13";"250000011576";"FERNANDO HADDAD";"FERNANDO HADDAD";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"13";"PT";"Partido dos Trabalhadores";"250000000693";"MAIS SÃO PAULO";"PT / PC do B / PR / PDT / PROS";"12116";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"28";"250000013973";"JOSE LEVY FIDELIX DA CRUZ";"LEVY FIDELIX";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"250000000858";"PARTIDO ISOLADO";"PRTB";"336";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"50";"250000014858";"LUIZA ERUNDINA DE SOUSA";"LUIZA ERUNDINA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"50";"PSOL";"Partido Socialismo e Liberdade";"250000000904";"OS SONHOS PODEM GOVERNAR";"PSOL / PCB";"2255";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"18";"250000015112";"RICARDO YOUNG SILVA";"RICARDO YOUNG";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"18";"REDE";"Rede Sustentabilidade";"250000000917";"PARTIDO ISOLADO";"REDE";"319";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"15";"250000020809";"MARTA TERESA SUPLICY";"MARTA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"250000001252";"UNIÃO POR SÃO PAULO";"PMDB / PSD";"3734";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"16";"250000024354";"ALTINO DE MELO PRAZERES JÚNIOR";"ALTINO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"250000001476";"PARTIDO ISOLADO";"PSTU";"79";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"27";"250000038323";"JOÃO BICO DE SOUZA";"JOÃO BICO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"27";"PSDC";"Partido Social Democrata Cristão";"250000002349";"PARTIDO ISOLADO";"PSDC";"290";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"77";"250000040588";"SERGIO OLIMPIO GOMES";"MAJOR OLIMPIO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"77";"SD";"Solidariedade";"250000002469";"PARTIDO ISOLADO";"SD";"2576";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"254";"11";"29";"250000077188";"HENRIQUE ÁREAS DE ARAUJO";"HENRIQUE ÁREAS";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"29";"PCO";"Partido da Causa Operária";"250000005125";"PARTIDO ISOLADO";"PCO";"10";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"45";"250000004975";"JOÃO AGRIPINO DA COSTA DORIA JUNIOR";"JOÃO DORIA";"PREFEITO";"12";"APTO";"Deferido com recurso";"DEFERIDO COM RECURSO";"1";"ELEITO";"45";"PSDB";"Partido da Social Democracia Brasileira";"250000000273";"ACELERA SP";"PSDB / PPS / PV / PSB / DEM / PMB / PHS / PP / PSL / PT do B / PRP / PTC / PTN";"76182";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"10";"250000008377";"CELSO UBIRAJARA RUSSOMANNO";"CELSO RUSSOMANNO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"10";"PRB";"Partido Republicano Brasileiro";"250000000485";"'SÃO PAULO SABE, A GENTE RESOLVE'";"PRB / PSC / PTB / PEN";"15572";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"13";"250000011576";"FERNANDO HADDAD";"FERNANDO HADDAD";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"13";"PT";"Partido dos Trabalhadores";"250000000693";"MAIS SÃO PAULO";"PT / PC do B / PR / PDT / PROS";"18260";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"28";"250000013973";"JOSE LEVY FIDELIX DA CRUZ";"LEVY FIDELIX";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"250000000858";"PARTIDO ISOLADO";"PRTB";"543";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"50";"250000014858";"LUIZA ERUNDINA DE SOUSA";"LUIZA ERUNDINA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"50";"PSOL";"Partido Socialismo e Liberdade";"250000000904";"OS SONHOS PODEM GOVERNAR";"PSOL / PCB";"3895";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"18";"250000015112";"RICARDO YOUNG SILVA";"RICARDO YOUNG";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"18";"REDE";"Rede Sustentabilidade";"250000000917";"PARTIDO ISOLADO";"REDE";"579";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"15";"250000020809";"MARTA TERESA SUPLICY";"MARTA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"250000001252";"UNIÃO POR SÃO PAULO";"PMDB / PSD";"6547";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"16";"250000024354";"ALTINO DE MELO PRAZERES JÚNIOR";"ALTINO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"250000001476";"PARTIDO ISOLADO";"PSTU";"97";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"27";"250000038323";"JOÃO BICO DE SOUZA";"JOÃO BICO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"27";"PSDC";"Partido Social Democrata Cristão";"250000002349";"PARTIDO ISOLADO";"PSDC";"213";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"77";"250000040588";"SERGIO OLIMPIO GOMES";"MAJOR OLIMPIO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"77";"SD";"Solidariedade";"250000002469";"PARTIDO ISOLADO";"SD";"3180";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"255";"11";"29";"250000077188";"HENRIQUE ÁREAS DE ARAUJO";"HENRIQUE ÁREAS";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"29";"PCO";"Partido da Causa Operária";"250000005125";"PARTIDO ISOLADO";"PCO";"20";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"45";"250000004975";"JOÃO AGRIPINO DA COSTA DORIA JUNIOR";"JOÃO DORIA";"PREFEITO";"12";"APTO";"Deferido com recurso";"DEFERIDO COM RECURSO";"1";"ELEITO";"45";"PSDB";"Partido da Social Democracia Brasileira";"250000000273";"ACELERA SP";"PSDB / PPS / PV / PSB / DEM / PMB / PHS / PP / PSL / PT do B / PRP / PTC / PTN";"66814";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"10";"250000008377";"CELSO UBIRAJARA RUSSOMANNO";"CELSO RUSSOMANNO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"10";"PRB";"Partido Republicano Brasileiro";"250000000485";"'SÃO PAULO SABE, A GENTE RESOLVE'";"PRB / PSC / PTB / PEN";"15472";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"13";"250000011576";"FERNANDO HADDAD";"FERNANDO HADDAD";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"13";"PT";"Partido dos Trabalhadores";"250000000693";"MAIS SÃO PAULO";"PT / PC do B / PR / PDT / PROS";"15464";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"28";"250000013973";"JOSE LEVY FIDELIX DA CRUZ";"LEVY FIDELIX";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"250000000858";"PARTIDO ISOLADO";"PRTB";"383";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"50";"250000014858";"LUIZA ERUNDINA DE SOUSA";"LUIZA ERUNDINA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"50";"PSOL";"Partido Socialismo e Liberdade";"250000000904";"OS SONHOS PODEM GOVERNAR";"PSOL / PCB";"3261";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"18";"250000015112";"RICARDO YOUNG SILVA";"RICARDO YOUNG";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"18";"REDE";"Rede Sustentabilidade";"250000000917";"PARTIDO ISOLADO";"REDE";"544";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"15";"250000020809";"MARTA TERESA SUPLICY";"MARTA";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"250000001252";"UNIÃO POR SÃO PAULO";"PMDB / PSD";"6280";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"16";"250000024354";"ALTINO DE MELO PRAZERES JÚNIOR";"ALTINO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"16";"PSTU";"Partido Socialista dos Trabalhadores Unificado";"250000001476";"PARTIDO ISOLADO";"PSTU";"77";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"27";"250000038323";"JOÃO BICO DE SOUZA";"JOÃO BICO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"27";"PSDC";"Partido Social Democrata Cristão";"250000002349";"PARTIDO ISOLADO";"PSDC";"157";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"77";"250000040588";"SERGIO OLIMPIO GOMES";"MAJOR OLIMPIO";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"77";"SD";"Solidariedade";"250000002469";"PARTIDO ISOLADO";"SD";"4320";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"256";"11";"29";"250000077188";"HENRIQUE ÁREAS DE ARAUJO";"HENRIQUE ÁREAS";"PREFEITO";"12";"APTO";"Deferido";"DEFERIDO";"4";"NÃO ELEITO";"29";"PCO";"Partido da Causa Operária";"250000005125";"PARTIDO ISOLADO";"PCO";"17";"N"
"21/10/2016";"13:55:06";"2016";"1";"ELEIÇÕES MUNICIPAIS 2016";"SP";"71072";"71072";"SÃO PAULO";"257";"11";"45";"250000004975";"JOÃO AGRIPINO DA COSTA DORIA JUNIOR";"JOÃO DORIA";"PREFEITO";"12";"APTO";"Deferido com recurso";"DEFERIDO COM RECURSO";"1";"ELEITO";"45";"PSDB";"Partido da Social Democracia Brasileira";"250000000273";"ACELERA SP";"PSDB / PPS / PV / PSB / DEM / PMB / PHS / PP / PSL / PT do B / PRP / PTC / PTN";"78617";"N"
