"PERIODO";"UF";"MUNICIPIO";"COD_MUNICIPIO_TSE";"NR_ZONA";"SEXO";"FAIXA_ETARIA";"GRAU_DE_ESCOLARIDADE";"QTD_ELEITORES_NO_PERFIL";"PERIODO0"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"16 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"16 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"6";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"16 ANOS";"ENSINO MÉDIO INCOMPLETO";"47";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"17 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"5";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"17 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"10";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"17 ANOS";"ENSINO MÉDIO COMPLETO";"25";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"17 ANOS";"ENSINO MÉDIO INCOMPLETO";"156";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"17 ANOS";"SUPERIOR INCOMPLETO";"5";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"18 A 20 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"51";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"18 A 20 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"103";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"18 A 20 ANOS";"ENSINO MÉDIO COMPLETO";"763";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"18 A 20 ANOS";"ENSINO MÉDIO INCOMPLETO";"774";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"18 A 20 ANOS";"SUPERIOR COMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"18 A 20 ANOS";"SUPERIOR INCOMPLETO";"326";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"21 A 24 ANOS";"ANALFABETO";"3";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"21 A 24 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"115";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"21 A 24 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"233";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"21 A 24 ANOS";"ENSINO MÉDIO COMPLETO";"1201";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"21 A 24 ANOS";"ENSINO MÉDIO INCOMPLETO";"1225";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"21 A 24 ANOS";"LÊ E ESCREVE";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"21 A 24 ANOS";"SUPERIOR COMPLETO";"98";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"21 A 24 ANOS";"SUPERIOR INCOMPLETO";"699";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"25 A 34 ANOS";"ANALFABETO";"23";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"25 A 34 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"521";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"25 A 34 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"1188";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"25 A 34 ANOS";"ENSINO MÉDIO COMPLETO";"3844";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"25 A 34 ANOS";"ENSINO MÉDIO INCOMPLETO";"3457";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"25 A 34 ANOS";"LÊ E ESCREVE";"58";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"25 A 34 ANOS";"SUPERIOR COMPLETO";"2609";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"25 A 34 ANOS";"SUPERIOR INCOMPLETO";"1856";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"35 A 44 ANOS";"ANALFABETO";"93";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"35 A 44 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1115";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"35 A 44 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"2859";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"35 A 44 ANOS";"ENSINO MÉDIO COMPLETO";"3929";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"35 A 44 ANOS";"ENSINO MÉDIO INCOMPLETO";"2783";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"35 A 44 ANOS";"LÊ E ESCREVE";"312";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"35 A 44 ANOS";"SUPERIOR COMPLETO";"3683";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"35 A 44 ANOS";"SUPERIOR INCOMPLETO";"1553";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"45 A 59 ANOS";"ANALFABETO";"249";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"45 A 59 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1977";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"45 A 59 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"3836";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"45 A 59 ANOS";"ENSINO MÉDIO COMPLETO";"5049";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"45 A 59 ANOS";"ENSINO MÉDIO INCOMPLETO";"1786";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"45 A 59 ANOS";"LÊ E ESCREVE";"1139";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"45 A 59 ANOS";"SUPERIOR COMPLETO";"6139";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"45 A 59 ANOS";"SUPERIOR INCOMPLETO";"2560";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"60 A 69 ANOS";"ANALFABETO";"216";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"60 A 69 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1414";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"60 A 69 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"1756";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"60 A 69 ANOS";"ENSINO MÉDIO COMPLETO";"2747";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"60 A 69 ANOS";"ENSINO MÉDIO INCOMPLETO";"682";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"60 A 69 ANOS";"LÊ E ESCREVE";"921";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"60 A 69 ANOS";"SUPERIOR COMPLETO";"4374";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"60 A 69 ANOS";"SUPERIOR INCOMPLETO";"856";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"70 A 79 ANOS";"ANALFABETO";"185";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"70 A 79 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1199";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"70 A 79 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"1199";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"70 A 79 ANOS";"ENSINO MÉDIO COMPLETO";"1875";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"70 A 79 ANOS";"ENSINO MÉDIO INCOMPLETO";"423";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"70 A 79 ANOS";"LÊ E ESCREVE";"680";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"70 A 79 ANOS";"SUPERIOR COMPLETO";"2035";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"70 A 79 ANOS";"SUPERIOR INCOMPLETO";"298";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"INVÁLIDA";"ANALFABETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"INVÁLIDA";"ENSINO FUNDAMENTAL COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"INVÁLIDA";"ENSINO MÉDIO COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"SUPERIOR A 79 ANOS";"ANALFABETO";"164";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"SUPERIOR A 79 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1574";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"SUPERIOR A 79 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"1336";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"SUPERIOR A 79 ANOS";"ENSINO MÉDIO COMPLETO";"1906";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"SUPERIOR A 79 ANOS";"ENSINO MÉDIO INCOMPLETO";"457";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"SUPERIOR A 79 ANOS";"LÊ E ESCREVE";"951";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"SUPERIOR A 79 ANOS";"SUPERIOR COMPLETO";"1445";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"FEMININO";"SUPERIOR A 79 ANOS";"SUPERIOR INCOMPLETO";"177";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"16 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"16 ANOS";"ENSINO MÉDIO COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"16 ANOS";"ENSINO MÉDIO INCOMPLETO";"44";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"16 ANOS";"SUPERIOR INCOMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"17 ANOS";"ANALFABETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"17 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"7";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"17 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"11";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"17 ANOS";"ENSINO MÉDIO COMPLETO";"28";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"17 ANOS";"ENSINO MÉDIO INCOMPLETO";"152";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"17 ANOS";"SUPERIOR INCOMPLETO";"8";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"18 A 20 ANOS";"ANALFABETO";"5";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"18 A 20 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"82";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"18 A 20 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"157";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"18 A 20 ANOS";"ENSINO MÉDIO COMPLETO";"676";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"18 A 20 ANOS";"ENSINO MÉDIO INCOMPLETO";"839";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"18 A 20 ANOS";"LÊ E ESCREVE";"4";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"18 A 20 ANOS";"SUPERIOR COMPLETO";"3";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"18 A 20 ANOS";"SUPERIOR INCOMPLETO";"241";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"21 A 24 ANOS";"ANALFABETO";"4";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"21 A 24 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"200";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"21 A 24 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"361";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"21 A 24 ANOS";"ENSINO MÉDIO COMPLETO";"1048";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"21 A 24 ANOS";"ENSINO MÉDIO INCOMPLETO";"1236";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"21 A 24 ANOS";"LÊ E ESCREVE";"4";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"21 A 24 ANOS";"SUPERIOR COMPLETO";"70";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"21 A 24 ANOS";"SUPERIOR INCOMPLETO";"525";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"25 A 34 ANOS";"ANALFABETO";"57";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"25 A 34 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"677";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"25 A 34 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"1511";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"25 A 34 ANOS";"ENSINO MÉDIO COMPLETO";"3498";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"25 A 34 ANOS";"ENSINO MÉDIO INCOMPLETO";"3726";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"25 A 34 ANOS";"LÊ E ESCREVE";"82";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"25 A 34 ANOS";"SUPERIOR COMPLETO";"2264";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"25 A 34 ANOS";"SUPERIOR INCOMPLETO";"1864";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"35 A 44 ANOS";"ANALFABETO";"184";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"35 A 44 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1292";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"35 A 44 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"3345";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"35 A 44 ANOS";"ENSINO MÉDIO COMPLETO";"3362";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"35 A 44 ANOS";"ENSINO MÉDIO INCOMPLETO";"2896";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"35 A 44 ANOS";"LÊ E ESCREVE";"466";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"35 A 44 ANOS";"SUPERIOR COMPLETO";"3217";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"35 A 44 ANOS";"SUPERIOR INCOMPLETO";"1546";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"45 A 59 ANOS";"ANALFABETO";"501";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"45 A 59 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"2164";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"45 A 59 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"4270";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"45 A 59 ANOS";"ENSINO MÉDIO COMPLETO";"4291";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"45 A 59 ANOS";"ENSINO MÉDIO INCOMPLETO";"1963";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"45 A 59 ANOS";"LÊ E ESCREVE";"1773";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"45 A 59 ANOS";"SUPERIOR COMPLETO";"5295";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"45 A 59 ANOS";"SUPERIOR INCOMPLETO";"3023";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"60 A 69 ANOS";"ANALFABETO";"179";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"60 A 69 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"957";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"60 A 69 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"1279";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"60 A 69 ANOS";"ENSINO MÉDIO COMPLETO";"1543";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"60 A 69 ANOS";"ENSINO MÉDIO INCOMPLETO";"457";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"60 A 69 ANOS";"LÊ E ESCREVE";"818";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"60 A 69 ANOS";"SUPERIOR COMPLETO";"3571";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"60 A 69 ANOS";"SUPERIOR INCOMPLETO";"876";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"70 A 79 ANOS";"ANALFABETO";"94";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"70 A 79 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"529";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"70 A 79 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"589";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"70 A 79 ANOS";"ENSINO MÉDIO COMPLETO";"754";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"70 A 79 ANOS";"ENSINO MÉDIO INCOMPLETO";"228";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"70 A 79 ANOS";"LÊ E ESCREVE";"360";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"70 A 79 ANOS";"SUPERIOR COMPLETO";"1986";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"70 A 79 ANOS";"SUPERIOR INCOMPLETO";"259";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"INVÁLIDA";"ENSINO FUNDAMENTAL INCOMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"INVÁLIDA";"SUPERIOR COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"SUPERIOR A 79 ANOS";"ANALFABETO";"57";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"SUPERIOR A 79 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"571";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"SUPERIOR A 79 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"541";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"SUPERIOR A 79 ANOS";"ENSINO MÉDIO COMPLETO";"786";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"SUPERIOR A 79 ANOS";"ENSINO MÉDIO INCOMPLETO";"188";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"SUPERIOR A 79 ANOS";"LÊ E ESCREVE";"408";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"SUPERIOR A 79 ANOS";"SUPERIOR COMPLETO";"1458";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"MASCULINO";"SUPERIOR A 79 ANOS";"SUPERIOR INCOMPLETO";"138";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"45 A 59 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"45 A 59 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"45 A 59 ANOS";"ENSINO MÉDIO COMPLETO";"3";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"45 A 59 ANOS";"ENSINO MÉDIO INCOMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"45 A 59 ANOS";"LÊ E ESCREVE";"185";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"45 A 59 ANOS";"SUPERIOR INCOMPLETO";"3";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"60 A 69 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"4";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"60 A 69 ANOS";"LÊ E ESCREVE";"132";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"60 A 69 ANOS";"SUPERIOR COMPLETO";"6";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"60 A 69 ANOS";"SUPERIOR INCOMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"70 A 79 ANOS";"ANALFABETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"70 A 79 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"70 A 79 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"70 A 79 ANOS";"LÊ E ESCREVE";"84";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"70 A 79 ANOS";"SUPERIOR COMPLETO";"4";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"SUPERIOR A 79 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"SUPERIOR A 79 ANOS";"ENSINO MÉDIO COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"SUPERIOR A 79 ANOS";"LÊ E ESCREVE";"93";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"1";"NÃO INFORMADO";"SUPERIOR A 79 ANOS";"SUPERIOR INCOMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"16 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"16 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"16 ANOS";"ENSINO MÉDIO COMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"16 ANOS";"ENSINO MÉDIO INCOMPLETO";"95";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"17 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"17 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"17 ANOS";"ENSINO MÉDIO COMPLETO";"28";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"17 ANOS";"ENSINO MÉDIO INCOMPLETO";"204";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"17 ANOS";"SUPERIOR COMPLETO";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"17 ANOS";"SUPERIOR INCOMPLETO";"10";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"18 A 20 ANOS";"ANALFABETO";"2";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"18 A 20 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"30";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"18 A 20 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"40";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"18 A 20 ANOS";"ENSINO MÉDIO COMPLETO";"1133";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"18 A 20 ANOS";"ENSINO MÉDIO INCOMPLETO";"884";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"18 A 20 ANOS";"LÊ E ESCREVE";"1";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"18 A 20 ANOS";"SUPERIOR COMPLETO";"12";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"18 A 20 ANOS";"SUPERIOR INCOMPLETO";"506";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"21 A 24 ANOS";"ANALFABETO";"6";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"21 A 24 ANOS";"ENSINO FUNDAMENTAL COMPLETO";"72";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"21 A 24 ANOS";"ENSINO FUNDAMENTAL INCOMPLETO";"99";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"21 A 24 ANOS";"ENSINO MÉDIO COMPLETO";"1534";"2016090"
"201609";"SP";"SÃO PAULO";"71072";"2";"FEMININO";"21 A 24 ANOS";"ENSINO MÉDIO INCOMPLETO";"1285";"2016090"
